一 自然數的開始，」大寫作「壹」，阿拉伯數字作「1」，姓，如明代有一炫宗，二一四部首之一，單個，相同、一致，專注的，全、滿、整，每、各，一次，另外的，統一，才、剛剛，偶然，表示加強的動作或突然的現象，概括，每每、每逢，放在二疊字動詞之間，表行為是不費力或嘗試性的，事物的某方面，竟、乃，表示事出意外，皆，表示程度，加強語氣，或，（「一」字單用或在一詞一句的末尾，念陰平聲；在去聲字前，念陽平聲；在陰平、  陽平、上聲之前，念去聲，)，一
一一 逐一、一個接一個，逐一，，一一
襲擊 趁人不備發動攻擊，打擊,攻擊,進攻，，襲擊
西 方位名，為日落的一方，與「東」相對，稱歐美西方國家，西班牙的簡稱，姓，如明代有西鳴岐，西邊的，西方國家的、歐美國家的，，西
西北 方位名，介於西方及北方之間，泛指我國西北地區，包括陝西、甘肅、青海、寧夏、新疆等省區，，西北
西南 方位名，介於西方、南方之間，，西南
西方 方位名，東方的相對方向，即西邊，西洋，指位於西半球、北半球的國家，相對於東方而言，佛教用語，指西方極樂世界，複姓，如燕有西方虔，，西方
西服 特指西式的服裝，，西服
西洋 我國西南方的南洋群島一帶，對歐美各國的泛稱，，西洋
西瓜 植物名，葫蘆科西瓜屬，一年生蔓草，莖多分歧，有卷鬚，常攀緣他物生長，葉粗硬，形似羽狀複葉，夏季開淡黃色花朵，雌雄同株，果實也稱為「西瓜」，為大形漿果，呈球形或橢圓形，果皮有白綠色的蛇斑，果肉通常為紅色或黃色，水分多，味甜，，西瓜
西裝 西式的服裝，西服，，西裝
西邊 方位名，東的相對方向，即西方，，西邊
西部 位在某一地區的西方部分，，西部
西醫 採用西洋醫術的醫生及醫療方法，，西醫
西餐 西式的餐點，用餐時，通常用刀叉而不用筷子，，西餐
要 關鍵、重點，索取、討取，收為己有，請求、拜託，需要，重大的、重要的，切當的，參見「要道」條，概括、總括，用於文言文，應該，即將，表示提醒或命令人做某事，表示想、希望做某事，如果，表示假設的關係，要麼的簡稱，表示選擇的關係，人體軀幹的中段部分，盟約，姓，如漢代有要競，約定、約束，邀請，求取，脅迫，攔阻、截擊，，要
要不 如果不這樣，，要不
要不然 如果不這樣，，要不然
要命 要人的性命，使人死亡，比喻非常痛苦難奈，形容程度非常嚴重，，要命
要好 情誼很好，努力以求好，，要好
要是 若是、如果是，如果，，要是
要求 請求、索求、察求，請求，所提出的祈求或條件，，要求
要犯 重要的罪犯，，要犯
要緊 急切重要，緊急,緊要,重要，，要緊
要點 言詞、書籍等的重要處，重要的地點，，要點
見 看到、看見，拜會、訪問，會晤、接待，遇到，看法、見解，姓，如宋代有見華，二一四部首之一，表示逐漸的趨向、趨勢，用在動詞前，表示主體對所涉及的對象如何，被，用在動詞前，表示被動，顯露、顯出，舉荐、介紹，現在，現有的，古代棺木上的裝飾，，見
見解 對於事物經過觀察、認識後，憑自己的理解所產生的看法，觀點,看法,見地,主見，解決、處理，，見解
見證 顯明的功效，當場目睹可以作證的人，或可以作為證據的物品，，見證
見識 接觸事物、增廣見聞，經驗、知識，見地，計謀、手段，，見識
見面 會面、碰面，碰面,謀面,會面,相會,晤面，，見面
規則 典式、法則，共同遵守的條文規範，法則,規定,規矩,章程,原則，定式的、有規律的，，規則
規劃 籌謀策劃，」也作「規畫」，計劃，，規劃
規定 制定規則，作為行為的規範，劃定　2.規矩,規則，法律上指預先制定規則，，規定
規律 規則、條律，秩序，，規律
規格 一定的法度、標準，，規格
規模 格局、制度，派頭、排場，，規模
規畫 計劃、謀劃，」也作「規劃」，籌畫，，規畫
規矩 畫圓畫方的工具，法度、禮法，法則,規定,規則,軌則　3.端正,禮貌,正派，行為端正老實，照例，調教，，規矩
規範 規則、規律，典範、規模，範例,典範,典型，，規範
視 看、見，察看、觀察，看待、對待，辦理、治理，顯示、表示，比較、比擬，」，效法，眼力，，視
視力 眼力，即常人在一定距離內，眼睛辨識事物的能力，」也作「目力」，目力，，視力
視野 以眼睛注視某一點時，視力所及的範圍，可由視野計測量視野的範圍，，視野
親 父母，亦單指父親或母親，泛稱和自己有血緣或因婚姻而建立親戚關係的人，婚姻，新娘，關係密切，可以信任的人，情誼，姓，如周代有親弗，接近，愛，接吻，或用面部接觸，本人的、自己的，有直接血統關係的，關係密切的、值得信任的，本身直接參與處理，參見「親家」條，，親
親人 關係親近的親屬，，親人
親切 和善熱誠，親近、親密，親密,親暱,親近,親熱，仔細、準確，，親切
親口 出於當事人之口，，親口
親屬 因血統、婚姻或收養而與自己有關係的人，如血親、姻親、配偶均屬之，，親屬
親愛 至親好友，關係密切、情感深厚，，親愛
親戚 血親與姻親，親愛，，親戚
親手 親自動手，，親手
親熱 親近熱絡，親密,親暱,親近,親切,熱情，，親熱
親生 親自生育的，，親生
親眼 親自看到，，親眼
親自 本人自己，」也作「親身」，親身，，親自
親身 自己本身，」也作「親自」，，親身
親近 親善接近，靠近,接近,親密,親昵,親暱,親熱，親信的臣子，，親近
覺得 感到，感覺，認為，，覺得
覺悟 醒悟以往的困惑或過失，憬悟,覺醒,醒覺,醒悟，佛教用語，指經由修行，證悟真理，而滅除無明、煩惱的聖者境界，，覺悟
覺醒 覺悟，覺悟,醒覺,醒悟，，覺醒
觀 察看、審視，欣賞，顯示，景象、情景，看法，姓，如春秋時楚國有觀起，古代宮門外懸掛告示的地方，高的樓臺，道教的廟宇，《易經》卦名，六十四卦之一，坤（☷）下巽（☴）上，象先王教化風行於世之義，姓，如春秋時楚國有觀射父，，觀
觀光 參觀他國的文物制度、政教習俗，遊歷　2.旅行,遊覽，參觀旅行，遊歷　2.旅行,遊覽，觀覽賞光，，觀光
觀察 仔細察看，觀測,察看，唐、宋諸道設觀察使，明清稱各道道員為「觀察」，，觀察
觀念 由外界感受而來對事物的心象，概念,觀點，重現人心的過去印象，概念,觀點，由認知作用而來的意識，如感覺、知覺、幻覺、想像、概念等，，觀念
觀感 觀察人或事物後所得感想，，觀感
觀摩 觀察別人的優點加以揣摩、學習，，觀摩
觀望 靜觀事變，以待決定，遲疑不決，遲疑，，觀望
觀測 觀察推測，觀察，對事物的觀察與測量，，觀測
觀看 參觀、欣賞、察看，寓目,閱覽，，觀看
觀眾 觀看表演或比賽的人，，觀眾
觀點 研究分析或批評問題、事象等所依據的立場，觀念,看法,見解，，觀點
角 獸類頭上或鼻前長出的硬質突狀物，幾何學上稱兩直線相交所夾成的空間，地理學上指陸地向海中突出的部分，量詞，計算錢幣的單位，十角等於一元，角落，物體兩個邊沿相接的地方，樂器名，初以動物的角製成，後改用竹、木、銅等材料，有曲形、竹筒等形狀，多用於軍隊中，二一四部首之一，競爭、較量，參見「角里」條，戲劇的表演人物，星名，二十八星宿之一，東方蒼龍七宿的第一宿，有兩顆星，古代五音之一，，角
角度 數學上角的大小，稱為「角度」，觀察事物的方向或觀點，，角度
角色 戲劇中演員所扮演的劇中人物，有主角、配角之分，也作「腳色」，一個人在團體中，依其地位所擔負的責任或所表現的行為，，角色
角落 兩面牆或類似牆的屏障物相接的凹處，偏僻、不受注意的地方，，角落
解 分割、剖分，分裂、分散，打開、鬆開、鬆脫，免除、消除，陳述、說明，曉晤、明白、清楚，排出汗水或大小便，會、能夠，文體名，古代文體之一，旨在辯論解說，答案，見識、看法，鬆懈、懈怠，參見「解縣」條，姓，如春秋時晉國有解狐，參見「解元」條，官署、官吏辦公的地方，押送、發遣，典當、抵押，租用、租借，，解
解剖 開解生物的軀體，以觀察其組織構造及器官位置，，解剖
解放 釋放，解除束縛，解除種種違反自然的道德、習慣、制度等的束縛，使各歸於自由平等，近世社會運動中常用此語，，解放
解決 疏解紛亂，或使問題有了結果，處理，澈底消除，，解決
解渴 消除口渴，，解渴
解答 解釋回答，，解答
解約 解除原先的約定，，解約
解脫 開釋、解除，擺脫,開脫，佛教用語，指修行者的心已完全息滅貪、瞋、痴等一切煩惱的境界，」亦稱「涅槃」，，解脫
解說 解釋、說明，講明,講解,詮釋,註解，，解說
解釋 分析闡明，解說,說明　1.注解,注釋,疏解，說明某事的原因、理由，解說,說明　1.注解,注釋,疏解，消除，，解釋
解除 消除，破除,廢除，祈神以消除災禍，破除,廢除，法律上指除去所成立的關係，而恢復原來的狀態，，解除
解體 把整體拆卸成零碎，比喻人心離散或組織瓦解，崩潰,瓦解，，解體
觸目驚心 目光所及，令人驚恐，形容事情極為慘重，」也作「觸目崩心」、「觸目駭心」，，觸目驚心
言行 言語和行為，，言行
言詞 由語言表達的詞句或語彙，，言詞
言語 說話，說話，文章著述，稟告，發言，，言語
言論 言談議論，言談,輿論，，言論
訂 協商後立下（條約、規章等），修正，事先預約，用線、釘子等把書頁等穿連成冊，，訂
訂位 預訂座位，，訂位
訂婚 男女雙方，在結婚儀式前，所舉辦的訂定婚約儀式，是民間由來已久的習俗，不具任何的法律效力，定親，，訂婚
訂購 事先訂定購買貨物，，訂購
計 核算、籌算，謀劃、打算、盤算，設想、推測，策略、方法，測量或計算度量、數量的儀器，姓，如宋代有計衡，揣測之詞，大概、料想如此的意思，，計
計劃 事先策劃，」也作「計畫」，謀劃,規劃,籌劃,策劃，，計劃
計畫 事先擬訂的具體方案或辦法，事先策劃，」也作「計劃」，打算,設計,策畫，，計畫
計程車 隨街流動或於固定停車站招客，按行程的距離及時間，計算車費的小型載客汽車，，計程車
計算 核算數目，盤算，計劃打算，暗中謀劃，對付他人，，計算
計較 計算、比較，計算,較量，爭辯、爭論，計劃、商量，禮節、禁忌，，計較
討 征伐，索取，請求，招惹，娶，找，研究，，討
討厭 令人厭煩、不喜歡，憎惡,厭煩,厭惡，，討厭
討論 探討研究、尋求結論，辯論,斟酌,爭論,商量,商酌,商議,研究，，討論
訓 說教、教誨，教練、操練，順從、服從，解釋文字的意義，參見「訓詁」條，教訓、告誡，法則、典則，姓，如明代有訓濬，，訓
訓練 操練兵士，經由有計畫、有步驟的指導，使受訓者具有某種特長或技能的教育方法，鍛練,教練，，訓練
記 載錄，將事物印象留在腦海中，記載事物的書籍或文字，文體名，一種以敘事為主的文體，……敘事之後，略作議論以結之，此為正體，」如唐代柳宗元作〈永州八記〉，宋代范仲淹作〈岳陽樓記〉，標幟或符號，量詞，計算敲擊次數的單位，，記
記住 牢記不忘，記取,記著，，記住
記得 記取未忘，，記得
記性 記憶力，，記性
記憶 泛指心中所記、腦中所憶，回想,回憶,印象，心理學上指由識記、保持、回憶（或再識）三個基本環節組成的心理歷程，依記憶保持的時間，可分為瞬時記憶、短時記憶及長時記憶，按記憶內容，可分為形象記憶、邏輯記憶、情緒記憶及運動記憶，記憶的敏捷性、持久性及準確性因人而異，但均可培養及改變，，記憶
記者 傳播事業中負責採訪新聞與撰稿的外勤人員，有時亦兼指編輯、評論、攝影、播報等新聞從業人員，可分為本埠記者、駐紮記者、通訊記者、特派記者和採訪主任等，，記者
記載 記錄刊載，」也作「紀錄」、「記錄」，紀錄，記於書冊的資料，」也作「紀錄」、「記錄」，，記載
記錄 記於書冊，」也作「紀錄」、「記載」，記實，記於書冊的資料，」也作「紀錄」、「記載」，在一定時間或範圍內記載下來的最高成績，」也作「紀錄」，做記錄的人，，記錄
訪問 詢問，探問,查詢　2.拜訪,拜候,拜謁,拜望,探訪,探望,看望,接見，拜訪，，訪問
設 安置、陳列，建立、制訂，籌劃，參見「設計」、「設法」等條，表示揣測的語詞，即假若，，設
設備 建築或器物的設置或配備，設置，設置軍備防禦敵人，設立、設置，，設備
設想 想像、聯想，聯想,遐想,想像　2.著想，著想，，設想
設施 規劃施行，舉措　2.措施，設備，，設施
設立 設置建立，成立,樹立，，設立
